time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-21T22:46:32.531Z,18.6334,146.0701,126.38,4.9,mb,,56,3.384,0.58,us,us70009mvu,2020-05-21T23:11:47.040Z,"45km ESE of Agrihan, Northern Mariana Islands",earthquake,9.6,7.4,0.029,387,reviewed,us,us
2020-05-21T22:31:18.180Z,-33.567,-70.7621,86.72,4.8,mwr,,72,0.175,0.7,us,us70009mvg,2020-05-22T02:26:11.455Z,"5km NW of San Bernardo, Chile",earthquake,3.8,4.3,,,reviewed,us,guc
2020-05-21T22:02:36.670Z,19.136,-67.7638,10,3.31,md,12,254,0.8036,0.7,pr,pr2020142015,2020-05-22T00:17:45.237Z,"91km NE of Punta Cana, Dominican Republic",earthquake,3.18,31.61,0.1,10,reviewed,pr,pr
2020-05-21T21:35:48.210Z,19.3473333,-155.0195,4.31,2.93,ml,50,199,0.07588,0.15,hv,hv71521782,2020-05-21T22:26:19.967Z,"15km SW of Leilani Estates, Hawaii",earthquake,0.43,0.68,0.16,32,reviewed,hv,hv
2020-05-21T21:31:03.070Z,42.7246,-111.415,10,2.6,ml,,65,0.235,0.87,us,us70009mtq,2020-05-21T21:49:26.270Z,"17km ENE of Soda Springs, Idaho",earthquake,2.1,2,0.042,41,reviewed,us,us
2020-05-21T21:04:08.823Z,60.2141,-139.6214,0,2.6,ml,,,,0.85,ak,ak0206j6u9bw,2020-05-21T21:20:14.040Z,"77km N of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-05-21T20:47:46.313Z,31.6683,-104.3943,5,3,ml,,60,0.09,0.34,us,us70009mse,2020-05-21T21:14:35.040Z,"74km SSW of Loving, New Mexico",earthquake,1,1.9,0.047,60,reviewed,us,us
2020-05-21T20:22:06.220Z,18.0625,-66.7406,17,2.96,md,19,96,0.1358,0.21,pr,pr2020142014,2020-05-21T21:00:10.228Z,"1km E of Santo Domingo, Puerto Rico",earthquake,0.36,0.44,0.11,13,reviewed,pr,pr
2020-05-21T19:45:45.328Z,44.4235,-115.2842,10,3.1,ml,,61,0.837,0.62,us,us70009mqf,2020-05-21T23:33:15.248Z,"61km E of Cascade, Idaho",earthquake,2.5,2,0.042,74,reviewed,us,us
2020-05-21T19:40:01.221Z,44.4782,-115.227,13.23,2.7,ml,,66,0.821,1.07,us,us70009mqd,2020-05-22T00:09:43.040Z,"64km E of Cascade, Idaho",earthquake,3,2.7,0.053,46,reviewed,us,us
2020-05-21T19:18:49.170Z,-2.9398,142.8565,10,5.1,mww,,24,4.592,1.14,us,us70009mpw,2020-05-21T20:08:52.040Z,"60km ENE of Aitape, Papua New Guinea",earthquake,8.3,1.8,0.073,18,reviewed,us,us
2020-05-21T19:12:52.061Z,28.1536,104.849,16.42,4.6,mb,,58,4.578,0.88,us,us70009mpt,2020-05-21T23:49:27.040Z,"33km E of Junlian, China",earthquake,7.6,2.7,0.062,78,reviewed,us,us
2020-05-21T18:37:51.350Z,38.1387,-117.9728,13.7,2.5,ml,25,54.94,0.028,0.12,nn,nn00730551,2020-05-21T19:23:20.040Z,"65km W of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-21T18:11:07.256Z,54.6207,-156.7085,10.9,3.1,ml,,,,1,ak,ak0206j53g7f,2020-05-21T23:30:59.040Z,"140km SSW of Chirikof Island, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2020-05-21T17:49:00.520Z,38.1284,-118.0662,6.6,2.9,ml,28,56.5,0.085,0.2126,nn,nn00730516,2020-05-22T02:12:42.132Z,"67km SE of Hawthorne, Nevada",earthquake,,1.2,0.4,12,reviewed,nn,nn
2020-05-21T17:48:22.340Z,17.9351,-66.8666,15,3.11,md,17,198,0.0419,0.2,pr,pr2020142013,2020-05-21T23:14:22.040Z,"8km SSE of Maria Antonia, Puerto Rico",earthquake,0.78,0.57,0.3,14,reviewed,pr,pr
2020-05-21T17:45:58.050Z,38.173,-117.8868,7.2,2.5,ml,26,50.03,0.04,0.12,nn,nn00730510,2020-05-21T23:06:44.040Z,"59km WNW of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-21T17:04:49.963Z,21.8858,-108.2192,10,4.1,mb,,239,2.396,1.74,us,us70009mlh,2020-05-21T22:57:37.040Z,"200km SE of San Jose del Cabo, Mexico",earthquake,9.8,2,0.054,95,reviewed,us,us
2020-05-21T16:33:10.568Z,38.1472,-118.0016,4.8,3.2,ml,27,42.59,0.034,0.1682,nn,nn00730461,2020-05-22T02:12:37.570Z,"67km W of Tonopah, Nevada",earthquake,,0.9,0.38,9,reviewed,nn,nn
2020-05-21T16:33:00.317Z,38.1612,-117.8837,7.9,3.2,ml,20,93.76,0.01,0.1477,nn,nn00730463,2020-05-22T02:12:39.257Z,"58km W of Tonopah, Nevada",earthquake,,1,0.83,6,reviewed,nn,nn
2020-05-21T15:23:21.779Z,-6.5533,151.6941,10,4.9,mww,,26,2.392,0.95,us,us70009mij,2020-05-21T16:14:25.040Z,"204km ESE of Kimbe, Papua New Guinea",earthquake,6.5,1.8,0.098,10,reviewed,us,us
2020-05-21T15:15:08.296Z,51.0156,-179.3524,12.7,3.4,ml,,,,0.51,ak,ak0206j3c0fv,2020-05-21T18:32:33.878Z,"32km SSW of Amatignak Island, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-05-21T15:06:19.237Z,13.2005,-90.9111,52.58,4.2,mb,,155,1.52,0.66,us,us70009mie,2020-05-21T17:19:00.040Z,"80km S of Puerto San Jose, Guatemala",earthquake,7.9,9.8,0.069,66,reviewed,us,us
2020-05-21T14:35:47.808Z,38.203,-117.7811,9.5,2.7,ml,25,69.2,0.082,0.1558,nn,nn00730384,2020-05-22T02:12:34.155Z,"50km WNW of Tonopah, Nevada",earthquake,,0.9,0.31,12,reviewed,nn,nn
2020-05-21T14:33:40.290Z,18.0295,-66.7935,16,2.66,md,15,124,0.1015,0.3,pr,pr2020142012,2020-05-21T14:51:55.778Z,"1km N of Guayanilla, Puerto Rico",earthquake,0.57,1.21,0.23,9,reviewed,pr,pr
2020-05-21T14:32:15.018Z,38.1726,-117.8374,7.1,3,ml,27,63.6,0.029,0.1554,nn,nn00730380,2020-05-22T02:12:31.054Z,"54km WNW of Tonopah, Nevada",earthquake,,0.7,0.33,12,reviewed,nn,nn
2020-05-21T14:05:59.709Z,34.2666,25.6414,10,4.7,mb,,127,1.192,1.36,us,us70009mgw,2020-05-21T14:31:36.040Z,"82km S of Ierapetra, Greece",earthquake,5.3,1.9,0.056,98,reviewed,us,us
2020-05-21T14:05:49.060Z,38.1012,-118.1933,5,2.5,ml,17,110.56,0.281,0.12,nn,nn00730359,2020-05-21T14:39:55.040Z,"60km SE of Hawthorne, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-21T13:50:11.540Z,18.0376,-66.7955,11,2.88,md,13,142,0.1045,0.2,pr,pr2020142011,2020-05-21T14:20:17.890Z,"2km N of Guayanilla, Puerto Rico",earthquake,0.43,0.79,0.15,9,reviewed,pr,pr
2020-05-21T13:45:27.180Z,17.9131,-66.8935,13,2.62,md,15,228,0.0636,0.24,pr,pr2020142010,2020-05-21T14:04:23.234Z,"6km SSE of Guanica, Puerto Rico",earthquake,1.2,0.47,0.16,6,reviewed,pr,pr
2020-05-21T13:12:05.410Z,19.1968333,-155.3016667,23.45,2.65,md,58,178,0.09905,0.13,hv,hv71521297,2020-05-21T19:54:36.124Z,"18km E of Pahala, Hawaii",earthquake,0.43,0.63,0.112,23,reviewed,hv,hv
2020-05-21T12:57:33.650Z,-9.6571,23.9776,10,5.2,mb,,43,6.936,0.83,us,us70009mfa,2020-05-21T13:15:39.040Z,"150km SW of Kamina, Democratic Republic of the Congo",earthquake,9.5,1.9,0.068,71,reviewed,us,us
2020-05-21T12:08:08.070Z,38.173,-117.8448,6.7,3.1,ml,25,50.03,0.097,0.1688,nn,nn00730278,2020-05-22T02:12:27.594Z,"55km WNW of Tonopah, Nevada",earthquake,,1.2,0.43,8,reviewed,nn,nn
2020-05-21T11:50:19.404Z,31.0773,-103.2419,5,2.8,mb_lg,,53,0.172,0.68,us,us70009meb,2020-05-21T11:59:19.040Z,"40km WNW of Fort Stockton, Texas",earthquake,2.7,2,0.055,88,reviewed,us,us
2020-05-21T11:33:50.103Z,44.4282,-115.2182,11.64,4.4,ml,,58,0.863,0.54,us,us70009me1,2020-05-22T02:58:51.586Z,"66km E of Cascade, Idaho",earthquake,5.5,10.5,0.032,126,reviewed,us,us
2020-05-21T11:30:39.570Z,38.1513,-117.973,9.8,2.9,ml,26,47.55,0.016,0.1889,nn,nn00730246,2020-05-22T02:12:24.738Z,"65km W of Tonopah, Nevada",earthquake,,0.8,0.42,9,reviewed,nn,nn
2020-05-21T11:05:26.137Z,44.405,-115.2918,11.25,3.4,ml,,57,0.849,0.91,us,us70009mdr,2020-05-21T15:39:03.759Z,"60km ESE of Cascade, Idaho",earthquake,5.1,10.4,0.041,80,reviewed,us,us
2020-05-21T10:42:45.570Z,19.2251667,-155.399,31.12,3.75,ml,62,145,0.01235,0.12,hv,hv71521187,2020-05-22T00:52:21.169Z,"7km NE of Pahala, Hawaii",earthquake,0.41,0.5,0.154,40,reviewed,hv,hv
2020-05-21T09:39:26.304Z,38.1385,-118.0089,6.4,2.6,ml,24,46.87,0.039,0.1487,nn,nn00730178,2020-05-22T02:12:20.802Z,"68km SE of Hawthorne, Nevada",earthquake,,1,0.39,10,reviewed,nn,nn
2020-05-21T09:08:37.420Z,38.1933,-117.9645,0.8,2.5,ml,21,50,0.062,0.29,nn,nn00730163,2020-05-21T09:12:16.554Z,"65km WNW of Tonopah, Nevada",earthquake,,7.1,,,automatic,nn,nn
2020-05-21T08:49:30.090Z,38.1423,-117.9662,8.9,2.5,ml,21,54.16,0.036,0.09,nn,nn00730152,2020-05-21T08:54:15.966Z,"65km W of Tonopah, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-05-21T08:39:01.750Z,17.9088,-66.6085,3,3.09,md,22,196,0.134,0.25,pr,pr2020142008,2020-05-22T00:26:39.525Z,"11km S of Ponce, Puerto Rico",earthquake,0.43,0.5,0.24,18,reviewed,pr,pr
2020-05-21T07:31:18.161Z,-6.0197,150.9792,42.29,4.7,mb,,71,2.165,0.76,us,us70009mbl,2020-05-21T08:03:58.040Z,"106km ESE of Kimbe, Papua New Guinea",earthquake,7.7,6.4,0.071,60,reviewed,us,us
2020-05-21T07:06:19.937Z,38.2188,-117.7835,8.3,2.8,ml,24,50.44,0.154,0.1515,nn,nn00730080,2020-05-22T02:12:16.662Z,"51km WNW of Tonopah, Nevada",earthquake,,1.3,0.43,9,reviewed,nn,nn
2020-05-21T06:55:33.840Z,38.157,-117.9647,13.2,2.5,ml,33,56.02,0.02,0.11,nn,nn00730072,2020-05-21T08:36:59.040Z,"63km W of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-21T06:39:26.715Z,38.1716,-117.7646,5.7,2.7,ml,23,47.93,0.105,0.1476,nn,nn00730063,2020-05-22T02:12:14.025Z,"49km WNW of Tonopah, Nevada",earthquake,,1.2,0.22,6,reviewed,nn,nn
2020-05-21T06:37:18.905Z,38.1972,-117.7262,6.4,3.2,ml,26,48.9,0.122,0.1727,nn,nn00730059,2020-05-22T02:12:10.859Z,"45km WNW of Tonopah, Nevada",earthquake,,1.4,0.32,10,reviewed,nn,nn
2020-05-21T06:19:41.848Z,34.1803,25.5783,10,4.2,mb,,162,1.242,0.96,us,us70009mas,2020-05-21T07:05:56.040Z,"93km S of Ierapetra, Greece",earthquake,7.9,2,0.101,27,reviewed,us,us
2020-05-21T05:59:17.392Z,15.6383,-94.7908,35,4.1,mb,,178,2.631,0.85,us,us70009mal,2020-05-21T06:50:39.040Z,"66km SSE of San Mateo del Mar, Mexico",earthquake,9.1,2,0.065,65,reviewed,us,us
2020-05-21T05:50:21.001Z,38.2127,-117.7864,7.3,2.6,ml,24,69.98,0.149,0.1495,nn,nn00730022,2020-05-22T02:12:03.553Z,"52km WNW of Tonopah, Nevada",earthquake,,1.6,0.45,8,reviewed,nn,nn
2020-05-21T05:40:26.430Z,44.9945,-123.848166666667,44.29,2.55,ml,36,124,0.02858,0.23,uw,uw61617807,2020-05-21T18:03:17.750Z,"3km SE of Rose Lodge, Oregon",earthquake,0.38,0.63,0.147825368300782,12,reviewed,uw,uw
2020-05-21T05:08:44.390Z,19.4366,-67.8776,10,3.42,md,25,259,1.0513,0.38,pr,pr2020142006,2020-05-21T12:31:55.969Z,"105km NW of San Antonio, Puerto Rico",earthquake,3.42,4.43,0.18,11,reviewed,pr,pr
2020-05-21T05:00:56.886Z,38.1848,-117.8896,6.6,3.1,ml,25,46.77,0.072,0.1544,nn,nn00729996,2020-05-21T18:32:32.328Z,"57km WNW of Tonopah, Nevada",earthquake,,1.1,0.47,10,reviewed,nn,nn
2020-05-21T04:28:53.142Z,15.6632,-94.7568,28.01,4.9,mww,,124,2.594,1.02,us,us70009m9h,2020-05-21T05:23:42.988Z,"64km SSE of San Mateo del Mar, Mexico",earthquake,8.3,5.5,0.098,10,reviewed,us,us
2020-05-21T04:21:25.040Z,38.1598,-117.89,8.8,2.6,ml,31,60.73,0.067,0.13,nn,nn00729972,2020-05-21T04:24:44.991Z,"58km W of Tonopah, Nevada",earthquake,,1,,,automatic,nn,nn
2020-05-21T03:50:10.134Z,-17.6299,-178.5238,500.76,5.1,mb,,144,3.265,0.95,us,us70009m8w,2020-05-21T04:00:51.040Z,"260km ESE of Lambasa, Fiji",earthquake,13.7,12.6,0.172,11,reviewed,us,us
2020-05-21T03:44:36.456Z,59.5509,-149.5916,13.3,2.9,ml,,,,0.61,ak,ak0206iwd3c1,2020-05-21T03:57:38.818Z,"59km S of Seward, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-21T03:43:20.791Z,-41.7072,-74.004,35,4.1,mb,,113,0.499,1.03,us,us70009m8r,2020-05-21T23:06:28.283Z,"23km NW of Ancud, Chile",earthquake,5.3,2,0.214,6,reviewed,us,us
2020-05-21T03:38:20.940Z,17.8308,-66.8846,5,3.06,md,23,233,0.1444,0.28,pr,pr2020142003,2020-05-21T11:40:54.779Z,"15km S of Guanica, Puerto Rico",earthquake,0.78,0.61,0.31,19,reviewed,pr,pr
2020-05-21T03:26:01.440Z,38.1738,-118.1333,0.2,2.5,ml,20,61.83,0.145,0.11,nn,nn00729928,2020-05-21T03:42:26.040Z,"56km SE of Hawthorne, Nevada",earthquake,,8.4,,,automatic,nn,nn
2020-05-21T03:21:36.481Z,-8.2394,159.691,10,4.7,mb,,112,1.218,0.56,us,us70009m92,2020-05-21T04:10:47.040Z,"15km SE of Buala, Solomon Islands",earthquake,7,1.9,0.058,91,reviewed,us,us
2020-05-21T02:41:50.870Z,17.8155,-66.9098,4,2.77,md,17,261,0.1625,0.3,pr,pr2020142002,2020-05-21T02:55:47.792Z,"17km S of Guanica, Puerto Rico",earthquake,0.93,0.66,0.27,13,reviewed,pr,pr
2020-05-21T02:37:42.630Z,38.1852,-117.7428,7.6,2.7,ml,37,48.54,0.116,0.11,nn,nn00729898,2020-05-21T02:47:32.040Z,"45km WNW of Tonopah, Nevada",earthquake,,6.6,,,automatic,nn,nn
2020-05-21T02:28:21.828Z,44.2664,-115.1651,10,2.5,ml,,66,0.888,0.69,us,us70009m7k,2020-05-21T10:30:46.755Z,"72km NE of Idaho City, Idaho",earthquake,4.1,2,0.071,26,reviewed,us,us
2020-05-21T02:20:41.000Z,38.2247,-117.7905,2.9,2.6,ml,26,122.91,0.118,0.06,nn,nn00729892,2020-05-21T03:28:43.040Z,"53km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-21T01:27:20.370Z,38.2523,-117.982,13.3,2.5,ml,17,83.43,0.848,0.18,nn,nn00729860,2020-05-21T02:17:35.040Z,"65km W of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-21T01:18:58.182Z,38.2014,-117.7252,9.8,2.6,ml,20,49.11,0.126,0.1235,nn,nn00729852,2020-05-21T21:35:37.925Z,"44km WNW of Tonopah, Nevada",earthquake,,1.5,0.36,5,reviewed,nn,nn
2020-05-21T00:53:52.710Z,38.2145,-117.7842,7.2,3,ml,23,50.39,0.15,0.1404,nn,nn00729837,2020-05-21T01:37:14.991Z,"51km WNW of Tonopah, Nevada",earthquake,,1.7,0.42,7,reviewed,nn,nn
2020-05-21T00:33:38.500Z,19.0153,-64.4841,10,3.85,md,21,237,1.6202,0.39,pr,pr2020142000,2020-05-21T04:07:51.421Z,"40km N of Road Town, British Virgin Islands",earthquake,2.18,31.61,0.08,17,reviewed,pr,pr
2020-05-21T00:11:46.583Z,38.1531,-117.8601,5.6,3,ml,25,55.66,0.08,0.2109,nn,nn00729812,2020-05-21T03:11:43.513Z,"56km W of Tonopah, Nevada",earthquake,,1.1,0.3,12,reviewed,nn,nn
2020-05-21T00:10:20.702Z,64.4415,-148.0635,0,2.6,ml,,,,0.81,ak,ak0206iudgv8,2020-05-21T14:36:20.196Z,"44km S of Ester, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-05-20T23:59:41.340Z,17.8138,-66.905,5,2.77,md,21,237,0.1633,0.33,pr,pr2020141015,2020-05-21T02:45:59.040Z,"24km S of Guanica, Puerto Rico",earthquake,0.87,0.66,0.42,17,reviewed,pr,pr
2020-05-20T23:43:18.178Z,35.1547,20.2872,20.22,5.7,mww,,22,2.415,0.81,us,us70009m4x,2020-05-21T23:45:37.653Z,"224km SW of Methoni, Greece",earthquake,6.8,3.7,0.048,42,reviewed,us,us
2020-05-20T23:42:20.180Z,17.959,-66.985,8,3.06,md,23,192,0.0601,0.19,pr,pr2020141014,2020-05-21T02:30:21.040Z,"9km SW of Guanica, Puerto Rico",earthquake,0.43,0.73,0.28,19,reviewed,pr,pr
2020-05-20T23:29:00.921Z,38.1305,-118.0637,6.9,3,ml,31,46.74,0.083,0.2335,nn,nn00729788,2020-05-21T21:54:37.727Z,"65km SE of Hawthorne, Nevada",earthquake,,1.3,0.19,10,reviewed,nn,nn
2020-05-20T23:24:30.550Z,17.8345,-66.8836,12,2.56,md,17,255,0.1407,0.24,pr,pr2020141013,2020-05-21T00:15:16.911Z,"15km S of Guanica, Puerto Rico",earthquake,0.82,0.64,0.22,12,reviewed,pr,pr
2020-05-20T23:11:58.860Z,19.2173333,-155.4181667,32.66,2.71,ml,55,139,0.028,0.12,hv,hv71520597,2020-05-21T02:49:20.220Z,"5km NE of Pahala, Hawaii",earthquake,0.43,0.6,0.189,32,reviewed,hv,hv
2020-05-20T23:02:58.053Z,59.6553,-152.0664,70.7,3.4,ml,,,,0.53,ak,ak0206hkhgel,2020-05-20T23:12:43.926Z,"21km SW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-20T22:30:17.430Z,38.1615,-117.925,6.5,2.7,ml,17,98.95,0.453,0.17,nn,nn00729755,2020-05-20T22:42:00.040Z,"60km WNW of Tonopah, Nevada",earthquake,,16.1,,,automatic,nn,nn
2020-05-20T21:17:33.394Z,38.2018,-117.7508,9.1,3,ml,24,49.41,0.103,0.1547,nn,nn00729705,2020-05-21T02:13:07.890Z,"48km WNW of Tonopah, Nevada",earthquake,,1.4,0.31,5,reviewed,nn,nn
2020-05-20T21:07:00.694Z,38.1925,-117.7344,7.5,3.4,ml,28,48.73,0.112,0.1539,nn,nn00729693,2020-05-21T02:28:03.881Z,"44km WNW of Tonopah, Nevada",earthquake,,0.8,0.26,9,reviewed,nn,nn
2020-05-20T20:54:53.227Z,54.6318,-156.7613,5.1,3.1,ml,,,,1.11,ak,ak0206hj0afb,2020-05-21T01:25:24.147Z,"151km SSW of Chirikof Island, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-05-20T20:46:45.814Z,61.3818,-150.1131,19.6,2.5,ml,,,,0.91,ak,ak0206hiyk8m,2020-05-21T15:19:28.300Z,"14km SSW of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-20T20:36:53.780Z,17.8436,-66.9073,7,2.91,md,14,258,0.1345,0.23,pr,pr2020141011,2020-05-20T22:48:24.040Z,"22km S of Guanica, Puerto Rico",earthquake,0.89,0.65,0.14,7,reviewed,pr,pr
2020-05-20T20:35:23.620Z,38.1527,-117.974,14.7,2.5,ml,26,59.82,0.026,0.23,nn,nn00729665,2020-05-20T22:31:35.040Z,"68km SE of Hawthorne, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-20T20:33:09.124Z,38.2333,-117.7867,7,2.9,ml,25,51.48,0.098,0.1481,nn,nn00729662,2020-05-21T02:13:01.007Z,"53km WNW of Tonopah, Nevada",earthquake,,1.4,0.34,6,reviewed,nn,nn
2020-05-20T20:31:53.340Z,-16.3004,167.9296,179.47,5.3,mww,,59,1.099,0.84,us,us70009lzu,2020-05-20T21:42:18.040Z,"58km ESE of Lakatoro, Vanuatu",earthquake,8.8,5.3,0.098,10,reviewed,us,us
2020-05-20T20:24:46.700Z,18.0121,-66.7581,14,2.95,md,19,142,0.1266,0.2,pr,pr2020141010,2020-05-22T00:31:49.613Z,"2km E of Magas Arriba, Puerto Rico",earthquake,0.47,0.57,0.36,11,reviewed,pr,pr
2020-05-20T20:19:14.648Z,38.1855,-117.7417,8,3.4,ml,28,48.43,0.105,0.1423,nn,nn00729653,2020-05-21T02:27:08.264Z,"45km WNW of Tonopah, Nevada",earthquake,,0.7,0.24,9,reviewed,nn,nn
2020-05-20T20:17:43.320Z,38.2098,-117.7345,6.8,2.6,ml,27,74.08,0.119,0.13,nn,nn00729650,2020-05-20T20:30:21.040Z,"46km WNW of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-20T20:01:40.220Z,38.159,-117.9442,7.4,2.7,ml,30,48.43,0.034,0.1,nn,nn00729641,2020-05-20T20:20:56.040Z,"64km W of Tonopah, Nevada",earthquake,,10.4,,,automatic,nn,nn
2020-05-20T19:38:20.747Z,54.741,-156.8834,0,3.2,ml,,,,0.58,ak,ak0206hibcuw,2020-05-20T20:12:35.040Z,"152km SSW of Chirikof Island, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-05-20T19:33:17.950Z,17.9485,-66.982,7,2.5,md,7,216,0.0656,0.15,pr,pr2020141009,2020-05-20T20:00:08.622Z,"7km ESE of La Parguera, Puerto Rico",earthquake,1.04,0.4,0.4,4,reviewed,pr,pr
2020-05-20T19:21:01.294Z,58.3838,-151.0492,9.6,2.9,ml,,,,0.59,ak,ak0206hi7o7p,2020-05-20T19:58:46.040Z,"101km NE of Kodiak, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-05-20T18:38:06.936Z,38.207,-117.7314,9.7,3.5,ml,25,49.49,0.119,0.1363,nn,nn00729592,2020-05-21T16:42:10.230Z,"44km WNW of Tonopah, Nevada",earthquake,,1.2,0.37,6,reviewed,nn,nn
2020-05-20T18:00:31.340Z,34.1849,25.5335,10,4.4,mb,,83,1.221,1.25,us,us70009lvp,2020-05-20T18:46:59.040Z,"93km SSW of Ierapetra, Greece",earthquake,6.4,1.9,0.094,32,reviewed,us,us
2020-05-20T17:35:18.010Z,38.1997,-117.7302,6,2.8,ml,31,50.86,0.203,0.13,nn,nn00729560,2020-05-20T18:33:37.040Z,"45km WNW of Tonopah, Nevada",earthquake,,13.1,,,automatic,nn,nn
2020-05-20T17:18:26.292Z,54.6981,-156.8576,10,4.1,ml,,,,0.59,ak,ak0206hh07hh,2020-05-20T17:55:44.040Z,"129km SW of Chirikof Island, Alaska",earthquake,,0,,,reviewed,ak,ak
